Year,FIPS,MedianIncome,AgeGroup,train_and_predicted
2021,34011,,under-25,30715.55173902258
2022,34011,,under-25,34000.95254309337
2023,34011,,under-25,35786.174601454346
2024,34011,,under-25,32639.882249385024
2025,34011,,under-25,32354.60249698483
2026,34011,,under-25,33798.30102424507
2027,34011,,under-25,34159.3663258368
2028,34011,,under-25,33181.481278806576
2029,34011,,under-25,33066.8254233981
2005,34015,23555.0,under-25,
2006,34015,33531.0,under-25,
2007,34015,17140.0,under-25,
2008,34015,27899.0,under-25,
2009,34015,28052.0,under-25,
2010,34015,21806.0,under-25,
2011,34015,24061.0,under-25,
2012,34015,18441.0,under-25,
2013,34015,32510.0,under-25,
2014,34015,22455.0,under-25,
2015,34015,21428.0,under-25,
2016,34015,38600.0,under-25,
2017,34015,30871.0,under-25,
2018,34015,24068.0,under-25,
2019,34015,36693.0,under-25,
2020,34015,,under-25,39165.384216736566
2021,34015,,under-25,32992.66926718338
2022,34015,,under-25,32424.384688498383
2023,34015,,under-25,43823.42245970068
2024,34015,,under-25,43499.285304601144
2025,34015,,under-25,32997.37586541669
2026,34015,,under-25,44235.435110569066
2027,34015,,under-25,50422.31412498998
2028,34015,,under-25,40833.30382176026
2029,34015,,under-25,43352.197121419966
2005,34017,39596.0,under-25,
2006,34017,30835.0,under-25,
2007,34017,32017.0,under-25,
2008,34017,43488.0,under-25,
2009,34017,36700.0,under-25,
2010,34017,33484.0,under-25,
2011,34017,33221.0,under-25,
2012,34017,32519.0,under-25,
2013,34017,50601.0,under-25,
2014,34017,38737.0,under-25,
2015,34017,41986.0,under-25,
2016,34017,45670.0,under-25,
2017,34017,44621.0,under-25,
2018,34017,55307.0,under-25,
2019,34017,66604.0,under-25,
2020,34017,,under-25,62452.53275087486
2021,34017,,under-25,62429.07534494933
2022,34017,,under-25,62857.85509591585
2023,34017,,under-25,62743.941429006125
2024,34017,,under-25,62731.2100079585
2025,34017,,under-25,62746.25409281125
2026,34017,,under-25,62743.46903481758
2027,34017,,under-25,62742.693687263236
2028,34017,,under-25,62743.18737272209
2029,34017,,under-25,62743.13236010559
2005,34021,26883.0,under-25,
2006,34021,45902.0,under-25,
2007,34021,23769.0,under-25,
2008,34021,33343.0,under-25,
2009,34021,28951.0,under-25,
2010,34021,15994.0,under-25,
2011,34021,31837.0,under-25,
2012,34021,33857.0,under-25,
2013,34021,36891.0,under-25,
2014,34021,33329.0,under-25,
2015,34021,30661.0,under-25,
2016,34021,60816.0,under-25,
2017,34021,33068.0,under-25,
2018,34021,28622.0,under-25,
2019,34021,26695.0,under-25,
2020,34021,,under-25,31462.605645434654
2021,34021,,under-25,32172.176020775063
2022,34021,,under-25,32277.782514894992
2023,34021,,under-25,32293.500098362245
2024,34021,,under-25,32295.839371454385
2025,34021,,under-25,32296.187529211016
2026,34021,,under-25,32296.239346086913
2027,34021,,under-25,32296.24705807545
2028,34021,,under-25,32296.24820586304
2029,34021,,under-25,32296.248376690106
2005,34025,44781.0,under-25,
2006,34025,39974.0,under-25,
2007,34025,40700.0,under-25,
2008,34025,47580.0,under-25,
2009,34025,36828.0,under-25,
2010,34025,36575.0,under-25,
2011,34025,26298.0,under-25,
2012,34025,27215.0,under-25,
2013,34025,60097.0,under-25,
2014,34025,29382.0,under-25,
2015,34025,24869.0,under-25,
2016,34025,42358.0,under-25,
2017,34025,59690.0,under-25,
2018,34025,56983.0,under-25,
2019,34025,43918.0,under-25,
2020,34025,,under-25,47267.35956156762
2021,34025,,under-25,47267.35956156762
2022,34025,,under-25,47267.35956156762
2023,34025,,under-25,47267.35956156762
2024,34025,,under-25,47267.35956156762
2025,34025,,under-25,47267.35956156762
2026,34025,,under-25,47267.35956156762
2027,34025,,under-25,47267.35956156762
2028,34025,,under-25,47267.35956156762
2029,34025,,under-25,47267.35956156762
2005,34027,48975.0,under-25,
2006,34027,36771.0,under-25,
2007,34027,55202.0,under-25,
2008,34027,47128.0,under-25,
2009,34027,30929.0,under-25,
2010,34027,44828.0,under-25,
2011,34027,48159.0,under-25,
2012,34027,56383.0,under-25,
2013,34027,61083.0,under-25,
2014,34027,61231.0,under-25,
2015,34027,71982.0,under-25,
2016,34027,53994.0,under-25,
2017,34027,58677.0,under-25,
2018,34027,42162.0,under-25,
2019,34027,58628.0,under-25,
2020,34027,,under-25,59710.98407974949
2021,34027,,under-25,71001.19153928457
2022,34027,,under-25,74653.19570660371
2023,34027,,under-25,78305.19987392286
2024,34027,,under-25,81957.204041242
2025,34027,,under-25,85609.20820856115
2026,34027,,under-25,89261.21237588029
2027,34027,,under-25,92913.21654319944
2028,34027,,under-25,96565.22071051858
2029,34027,,under-25,100217.22487783773
2005,34029,33667.0,under-25,
2006,34029,25395.0,under-25,
2007,34029,38397.0,under-25,
2008,34029,51079.0,under-25,
2009,34029,34890.0,under-25,
2010,34029,43492.0,under-25,
2011,34029,27597.0,under-25,
2012,34029,34545.0,under-25,
2013,34029,22896.0,under-25,
2014,34029,33346.0,under-25,
2015,34029,29479.0,under-25,
2016,34029,65161.0,under-25,
2017,34029,45065.0,under-25,
2018,34029,35505.0,under-25,
2019,34029,39496.0,under-25,
2020,34029,,under-25,36767.209353862374
2021,34029,,under-25,38505.410673169776
2022,34029,,under-25,37709.44055825804
2023,34029,,under-25,38335.981711021435
2024,34029,,under-25,38040.976344065675
2025,34029,,under-25,38232.93050521303
2026,34029,,under-25,38115.17547268128
2027,34029,,under-25,38174.84736061241
2028,34029,,under-25,38132.83536063405
2029,34029,,under-25,38154.24094479805
2005,34031,22975.0,under-25,
2006,34031,17563.0,under-25,
2007,34031,22339.0,under-25,
2008,34031,30228.0,under-25,
2009,34031,26720.0,under-25,
2010,34031,30588.0,under-25,
2011,34031,22402.0,under-25,
2012,34031,21071.0,under-25,
2013,34031,34531.0,under-25,
2014,34031,36605.0,under-25,
2015,34031,31202.0,under-25,
2016,34031,40620.0,under-25,
2017,34031,25152.0,under-25,
2018,34031,50695.0,under-25,
2019,34031,62937.0,under-25,
2020,34031,,under-25,54024.17041908518
2021,34031,,under-25,62812.706037307325
2022,34031,,under-25,70977.10768584482
2023,34031,,under-25,76216.3962862009
2024,34031,,under-25,81455.68488655699
2025,34031,,under-25,86694.97348691308
2026,34031,,under-25,91934.26208726916
2027,34031,,under-25,97173.55068762525
2028,34031,,under-25,102412.83928798133
2029,34031,,under-25,107652.12788833742
2005,34033,29869.0,under-25,
2006,34033,36451.0,under-25,
2007,34033,15787.0,under-25,
2008,34033,14099.0,under-25,
2009,34033,24449.0,under-25,
2010,34033,10786.0,under-25,
2011,34033,16103.0,under-25,
2012,34033,16429.0,under-25,
2013,34033,12867.0,under-25,
2014,34033,22404.0,under-25,
2015,34033,14516.0,under-25,
2016,34033,37589.0,under-25,
2017,34033,17468.0,under-25,
2018,34033,11307.0,under-25,
2019,34033,80602.0,under-25,
2020,34033,,under-25,90091.58158802384
2021,34033,,under-25,81293.29828618333
2022,34033,,under-25,106258.25932731063
2023,34033,,under-25,131223.22036843793
2024,34033,,under-25,156188.18140956524
2025,34033,,under-25,181153.14245069254
2026,34033,,under-25,206118.10349181984
2027,34033,,under-25,231083.06453294714
2028,34033,,under-25,256048.02557407445
2029,34033,,under-25,281012.98661520175
2005,34035,58056.0,under-25,
2006,34035,30629.0,under-25,
2007,34035,30783.0,under-25,
2008,34035,56712.0,under-25,
2009,34035,41993.0,under-25,
2010,34035,50731.0,under-25,
2011,34035,16250.0,under-25,
2012,34035,52441.0,under-25,
2013,34035,29492.0,under-25,
2014,34035,48508.0,under-25,
2015,34035,53118.0,under-25,
2016,34035,13964.0,under-25,
2017,34035,37668.0,under-25,
2018,34035,26657.0,under-25,
2019,34035,16839.0,under-25,
2020,34035,,under-25,13652.547918859682
2021,34035,,under-25,8346.745517534944
2022,34035,,under-25,3341.3880099598673
2023,34035,,under-25,-1377.263302738288
2024,34035,,under-25,-6095.9146154364435
2025,34035,,under-25,-10814.565928134598
2026,34035,,under-25,-15533.217240832753
2027,34035,,under-25,-20251.86855353091
2028,34035,,under-25,-24970.519866229064
2029,34035,,under-25,-29689.17117892722
2005,34037,17454.0,under-25,
2006,34037,22266.0,under-25,
2007,34037,32313.0,under-25,
2008,34037,67051.0,under-25,
2009,34037,52292.0,under-25,
2010,34037,64735.0,under-25,
2011,34037,21380.0,under-25,
2012,34037,33265.0,under-25,
2013,34037,31245.0,under-25,
2014,34037,26234.0,under-25,
2015,34037,50018.0,under-25,
2016,34037,31799.0,under-25,
2017,34037,30497.0,under-25,
2018,34037,56123.0,under-25,
2019,34037,28208.0,under-25,
2020,34037,,under-25,47657.46793463915
2021,34037,,under-25,44195.564959978816
2022,34037,,under-25,42051.9959153442
2023,34037,,under-25,51189.458268603186
2024,34037,,under-25,47496.261643721664
2025,34037,,under-25,52365.30303201552
2026,34037,,under-25,54689.55067787292
2027,34037,,under-25,55428.983229152145
2028,34037,,under-25,59357.23046513059
2029,34037,,under-25,60632.38158810212
2005,34039,28855.0,under-25,
2006,34039,31986.0,under-25,
2007,34039,43522.0,under-25,
2008,34039,37130.0,under-25,
2009,34039,40296.0,under-25,
2010,34039,44174.0,under-25,
2011,34039,41966.0,under-25,
2012,34039,33948.0,under-25,
2013,34039,35391.0,under-25,
2014,34039,37298.0,under-25,
2015,34039,47466.0,under-25,
2016,34039,45803.0,under-25,
2017,34039,32580.0,under-25,
2018,34039,51006.0,under-25,
2019,34039,42008.0,under-25,
2020,34039,,under-25,44986.06385269856
2021,34039,,under-25,45244.01225068906
2022,34039,,under-25,45915.99622162046
2023,34039,,under-25,46556.77137668955
2024,34039,,under-25,47192.488356491565
2025,34039,,under-25,47830.87146723408
2026,34039,,under-25,48468.61189764412
2027,34039,,under-25,49106.455947444316
2028,34039,,under-25,49744.29083669494
2029,34039,,under-25,50382.12487629298
2005,34041,37888.0,under-25,
2006,34041,49076.0,under-25,
2007,34041,23717.0,under-25,
2008,34041,27821.0,under-25,
2009,34041,23817.0,under-25,
2010,34041,25826.0,under-25,
2011,34041,50000.0,under-25,
2012,34041,19200.0,under-25,
2013,34041,32153.0,under-25,
2014,34041,2499.0,under-25,
2015,34041,14855.0,under-25,
2016,34041,30474.0,under-25,
2017,34041,34287.0,under-25,
2018,34041,29801.0,under-25,
2019,34041,37813.0,under-25,
2020,34041,,under-25,36490.73861072432
2021,34041,,under-25,39347.60459023365
2022,34041,,under-25,40611.15051729111
2023,34041,,under-25,43005.708251000004
2024,34041,,under-25,45400.26598470889
2025,34041,,under-25,47794.82371841777
2026,34041,,under-25,50189.381452126654
2027,34041,,under-25,52583.93918583554
2028,34041,,under-25,54978.49691954442
2029,34041,,under-25,57373.054653253304
