Year,FIPS,MedianIncome,AgeGroup,train_and_predicted
2010,34001,52571.0,overall,52571.0
2011,34001,50829.0,overall,50829.0
2012,34001,51191.0,overall,51191.0
2013,34001,52127.0,overall,52127.0
2014,34001,55313.0,overall,55313.0
2015,34001,54052.0,overall,54052.0
2016,34001,56778.0,overall,56778.0
2017,34001,61777.0,overall,61777.0
2018,34001,61212.0,overall,61212.0
2019,34001,63389.0,overall,63389.0
2020,,,overall,63637.59193149595
2021,,,overall,63493.69292603065
2022,,,overall,63364.100216081955
2023,,,overall,63405.65335167881
2024,,,overall,
2025,,,overall,
2005,34003,71394.0,overall,71394.0
2006,34003,75851.0,overall,75851.0
2007,34003,80482.0,overall,80482.0
2008,34003,82361.0,overall,82361.0
2009,34003,80900.0,overall,80900.0
2010,34003,77389.0,overall,77389.0
2011,34003,79272.0,overall,79272.0
2012,34003,82729.0,overall,82729.0
2013,34003,81670.0,overall,81670.0
2014,34003,84677.0,overall,84677.0
2015,34003,89023.0,overall,89023.0
2016,34003,93683.0,overall,93683.0
2017,34003,94107.0,overall,94107.0
2018,34003,100361.0,overall,100361.0
2019,34003,108827.0,overall,108827.0
2020,,,overall,93325.29139162898
2021,,,overall,72264.70757182284
2022,,,overall,42363.3803354174
2023,,,overall,13862.450186468559
2024,,,overall,
2025,,,overall,
2005,34005,69042.0,overall,69042.0
2006,34005,68090.0,overall,68090.0
2007,34005,73566.0,overall,73566.0
2008,34005,77470.0,overall,77470.0
2009,34005,74924.0,overall,74924.0
2010,34005,74329.0,overall,74329.0
2011,34005,72896.0,overall,72896.0
2012,34005,74693.0,overall,74693.0
2013,34005,77398.0,overall,77398.0
2014,34005,80896.0,overall,80896.0
2015,34005,74800.0,overall,74800.0
2016,34005,80254.0,overall,80254.0
2017,34005,87673.0,overall,87673.0
2018,34005,84889.0,overall,84889.0
2019,34005,88797.0,overall,88797.0
2020,,,overall,88463.56633514226
2021,,,overall,88130.13267028451
2022,,,overall,87796.69900542677
2023,,,overall,87463.26534056902
2024,,,overall,
2025,,,overall,
2005,34007,53511.0,overall,53511.0
2006,34007,56913.0,overall,56913.0
2007,34007,59288.0,overall,59288.0
2008,34007,61066.0,overall,61066.0
2009,34007,60946.0,overall,60946.0
2010,34007,57352.0,overall,57352.0
2011,34007,57784.0,overall,57784.0
2012,34007,59280.0,overall,59280.0
2013,34007,58006.0,overall,58006.0
2014,34007,62330.0,overall,62330.0
2015,34007,65025.0,overall,65025.0
2016,34007,66362.0,overall,66362.0
2017,34007,66196.0,overall,66196.0
2018,34007,67523.0,overall,67523.0
2019,34007,73672.0,overall,73672.0
2020,,,overall,73656.28342837465
2021,,,overall,73641.30440368403
2022,,,overall,73626.56271051322
2023,,,overall,73611.89738705887
2024,,,overall,
2025,,,overall,
2005,34009,51744.0,overall,51744.0
2006,34009,50024.0,overall,50024.0
2007,34009,51995.0,overall,51995.0
2008,34009,60176.0,overall,60176.0
2009,34009,50184.0,overall,50184.0
2010,34009,53392.0,overall,53392.0
2011,34009,53256.0,overall,53256.0
2012,34009,57001.0,overall,57001.0
2013,34009,60560.0,overall,60560.0
2014,34009,56899.0,overall,56899.0
2015,34009,57116.0,overall,57116.0
2016,34009,62548.0,overall,62548.0
2017,34009,66953.0,overall,66953.0
2018,34009,67007.0,overall,67007.0
2019,34009,69980.0,overall,69980.0
2020,,,overall,69576.47921787504
2021,,,overall,70124.06557089408
2022,,,overall,70386.17602523149
2023,,,overall,70186.51715911858
2024,,,overall,
2025,,,overall,
2005,34011,46064.0,overall,46064.0
2006,34011,47443.0,overall,47443.0
2007,34011,47883.0,overall,47883.0
2008,34011,50833.0,overall,50833.0
2009,34011,48959.0,overall,48959.0
2010,34011,51619.0,overall,51619.0
2011,34011,51548.0,overall,51548.0
2012,34011,47072.0,overall,47072.0
2013,34011,45978.0,overall,45978.0
2014,34011,45339.0,overall,45339.0
2015,34011,51315.0,overall,51315.0
2016,34011,49110.0,overall,49110.0
2017,34011,52627.0,overall,52627.0
2018,34011,52795.0,overall,52795.0
2019,34011,54587.0,overall,54587.0
2020,,,overall,52177.78211180075
2021,,,overall,53506.357850205364
2022,,,overall,50581.52782333332
2023,,,overall,54140.15007089359
2024,,,overall,
2025,,,overall,
2005,34013,49460.0,overall,49460.0
2006,34013,51879.0,overall,51879.0
2007,34013,53499.0,overall,53499.0
2008,34013,55105.0,overall,55105.0
2009,34013,54085.0,overall,54085.0
2010,34013,52394.0,overall,52394.0
2011,34013,51009.0,overall,51009.0
2012,34013,51009.0,overall,51009.0
2013,34013,53610.0,overall,53610.0
2014,34013,54754.0,overall,54754.0
2015,34013,52041.0,overall,52041.0
2016,34013,54277.0,overall,54277.0
2017,34013,60430.0,overall,60430.0
2018,34013,63368.0,overall,63368.0
2019,34013,64626.0,overall,64626.0
2020,,,overall,64274.53456643993
2021,,,overall,63981.42823085438
2022,,,overall,63535.44717814622
2023,,,overall,62987.29901775518
2024,,,overall,
2025,,,overall,
2005,34015,64484.0,overall,64484.0
2006,34015,66759.0,overall,66759.0
2007,34015,70881.0,overall,70881.0
2008,34015,70837.0,overall,70837.0
2009,34015,70487.0,overall,70487.0
2010,34015,70514.0,overall,70514.0
2011,34015,71850.0,overall,71850.0
2012,34015,72930.0,overall,72930.0
2013,34015,71355.0,overall,71355.0
2014,34015,79704.0,overall,79704.0
2015,34015,77565.0,overall,77565.0
2016,34015,79879.0,overall,79879.0
2017,34015,86496.0,overall,86496.0
2018,34015,81849.0,overall,81849.0
2019,34015,89447.0,overall,89447.0
2020,,,overall,81831.9366472315
2021,,,overall,88773.85235816301
2022,,,overall,83329.29854985054
2023,,,overall,92908.9488361653
2024,,,overall,
2025,,,overall,
2005,34017,44440.0,overall,44440.0
2006,34017,49557.0,overall,49557.0
2007,34017,51656.0,overall,51656.0
2008,34017,55465.0,overall,55465.0
2009,34017,56745.0,overall,56745.0
2010,34017,54817.0,overall,54817.0
2011,34017,56546.0,overall,56546.0
2012,34017,57539.0,overall,57539.0
2013,34017,56079.0,overall,56079.0
2014,34017,58479.0,overall,58479.0
2015,34017,60530.0,overall,60530.0
2016,34017,63808.0,overall,63808.0
2017,34017,67154.0,overall,67154.0
2018,34017,74414.0,overall,74414.0
2019,34017,78808.0,overall,78808.0
2020,,,overall,78674.47215379124
2021,,,overall,78540.67330428158
2022,,,overall,78406.97427760078
2023,,,overall,78273.23848163662
2024,,,overall,
2025,,,overall,
2005,34019,93342.0,overall,93342.0
2006,34019,93297.0,overall,93297.0
2007,34019,100327.0,overall,100327.0
2008,34019,102683.0,overall,102683.0
2009,34019,100729.0,overall,100729.0
2010,34019,97874.0,overall,97874.0
2011,34019,99099.0,overall,99099.0
2012,34019,105186.0,overall,105186.0
2013,34019,110457.0,overall,110457.0
2014,34019,103605.0,overall,103605.0
2015,34019,102122.0,overall,102122.0
2016,34019,113684.0,overall,113684.0
2017,34019,112038.0,overall,112038.0
2018,34019,111269.0,overall,111269.0
2019,34019,116155.0,overall,116155.0
2020,,,overall,117189.92640436268
2021,,,overall,118224.85280872535
2022,,,overall,119259.77921308803
2023,,,overall,120294.7056174507
2024,,,overall,121329.63202181338
2025,,,overall,
2005,34021,64657.0,overall,64657.0
2006,34021,65305.0,overall,65305.0
2007,34021,70258.0,overall,70258.0
2008,34021,73800.0,overall,73800.0
2009,34021,71650.0,overall,71650.0
2010,34021,70956.0,overall,70956.0
2011,34021,73890.0,overall,73890.0
2012,34021,67991.0,overall,67991.0
2013,34021,70857.0,overall,70857.0
2014,34021,74961.0,overall,74961.0
2015,34021,72417.0,overall,72417.0
2016,34021,77650.0,overall,77650.0
2017,34021,79173.0,overall,79173.0
2018,34021,80632.0,overall,80632.0
2019,34021,79492.0,overall,79492.0
2020,,,overall,79224.50952242721
2021,,,overall,78956.66877063896
2022,,,overall,78688.90449207419
2023,,,overall,78421.12351757905
2024,,,overall,
2025,,,overall,
2005,34023,68080.0,overall,68080.0
2006,34023,72669.0,overall,72669.0
2007,34023,75393.0,overall,75393.0
2008,34023,77179.0,overall,77179.0
2009,34023,75531.0,overall,75531.0
2010,34023,76443.0,overall,76443.0
2011,34023,74522.0,overall,74522.0
2012,34023,77478.0,overall,77478.0
2013,34023,76848.0,overall,76848.0
2014,34023,77682.0,overall,77682.0
2015,34023,78643.0,overall,78643.0
2016,34023,82375.0,overall,82375.0
2017,34023,85337.0,overall,85337.0
2018,34023,88217.0,overall,88217.0
2019,34023,93418.0,overall,93418.0
2020,,,overall,93051.4017449695
2021,,,overall,92684.80348993899
2022,,,overall,92318.20523490848
2023,,,overall,91951.60697987798
2024,,,overall,
2025,,,overall,
2005,34025,74798.0,overall,74798.0
2006,34025,77160.0,overall,77160.0
2007,34025,78247.0,overall,78247.0
2008,34025,82736.0,overall,82736.0
2009,34025,80553.0,overall,80553.0
2010,34025,80816.0,overall,80816.0
2011,34025,79334.0,overall,79334.0
2012,34025,81308.0,overall,81308.0
2013,34025,83749.0,overall,83749.0
2014,34025,88413.0,overall,88413.0
2015,34025,87092.0,overall,87092.0
2016,34025,90226.0,overall,90226.0
2017,34025,98270.0,overall,98270.0
2018,34025,99642.0,overall,99642.0
2019,34025,102870.0,overall,102870.0
2020,,,overall,102828.73687462356
2021,,,overall,102787.47374924712
2022,,,overall,102746.21062387068
2023,,,overall,102704.94749849424
2024,,,overall,
2025,,,overall,
2005,34027,84010.0,overall,84010.0
2006,34027,89587.0,overall,89587.0
2007,34027,94684.0,overall,94684.0
2008,34027,99706.0,overall,99706.0
2009,34027,96787.0,overall,96787.0
2010,34027,91469.0,overall,91469.0
2011,34027,91332.0,overall,91332.0
2012,34027,95294.0,overall,95294.0
2013,34027,100176.0,overall,100176.0
2014,34027,100579.0,overall,100579.0
2015,34027,101661.0,overall,101661.0
2016,34027,106985.0,overall,106985.0
2017,34027,114732.0,overall,114732.0
2018,34027,112288.0,overall,112288.0
2019,34027,116283.0,overall,116283.0
2020,,,overall,118048.1
2021,,,overall,119813.20000000001
2022,,,overall,121578.30000000002
2023,,,overall,123343.40000000002
2024,,,overall,125108.50000000003
2025,,,overall,
2005,34029,52065.0,overall,52065.0
2006,34029,54820.0,overall,54820.0
2007,34029,56281.0,overall,56281.0
2008,34029,59356.0,overall,59356.0
2009,34029,59706.0,overall,59706.0
2010,34029,57128.0,overall,57128.0
2011,34029,56929.0,overall,56929.0
2012,34029,59312.0,overall,59312.0
2013,34029,60227.0,overall,60227.0
2014,34029,63653.0,overall,63653.0
2015,34029,63765.0,overall,63765.0
2016,34029,62222.0,overall,62222.0
2017,34029,71081.0,overall,71081.0
2018,34029,68551.0,overall,68551.0
2019,34029,76093.0,overall,76093.0
2020,,,overall,75983.02123673072
2021,,,overall,75872.9889994162
2022,,,overall,75762.9443418478
2023,,,overall,75652.89679946483
2024,,,overall,
2025,,,overall,
2005,34031,51016.0,overall,51016.0
2006,34031,49940.0,overall,49940.0
2007,34031,54551.0,overall,54551.0
2008,34031,56816.0,overall,56816.0
2009,34031,51828.0,overall,51828.0
2010,34031,53993.0,overall,53993.0
2011,34031,52382.0,overall,52382.0
2012,34031,59050.0,overall,59050.0
2013,34031,58898.0,overall,58898.0
2014,34031,58804.0,overall,58804.0
2015,34031,55954.0,overall,55954.0
2016,34031,62016.0,overall,62016.0
2017,34031,64233.0,overall,64233.0
2018,34031,75259.0,overall,75259.0
2019,34031,77040.0,overall,77040.0
2020,,,overall,77379.24582456684
2021,,,overall,75654.76718085581
2022,,,overall,76479.21694087103
2023,,,overall,76835.25053327566
2024,,,overall,
2025,,,overall,
2005,34033,53139.0,overall,53139.0
2006,34033,58164.0,overall,58164.0
2007,34033,54992.0,overall,54992.0
2008,34033,60200.0,overall,60200.0
2009,34033,51907.0,overall,51907.0
2010,34033,56357.0,overall,56357.0
2011,34033,53926.0,overall,53926.0
2012,34033,60360.0,overall,60360.0
2013,34033,61943.0,overall,61943.0
2014,34033,57377.0,overall,57377.0
2015,34033,68830.0,overall,68830.0
2016,34033,53662.0,overall,53662.0
2017,34033,61250.0,overall,61250.0
2018,34033,65733.0,overall,65733.0
2019,34033,68531.0,overall,68531.0
2020,,,overall,69425.84283014962
2021,,,overall,70320.68566029923
2022,,,overall,71215.52849044885
2023,,,overall,72110.37132059847
2024,,,overall,73005.21415074808
2025,,,overall,
2005,34035,88532.0,overall,88532.0
2006,34035,91688.0,overall,91688.0
2007,34035,97658.0,overall,97658.0
2008,34035,100608.0,overall,100608.0
2009,34035,89871.0,overall,89871.0
2010,34035,94270.0,overall,94270.0
2011,34035,96360.0,overall,96360.0
2012,34035,95825.0,overall,95825.0
2013,34035,97219.0,overall,97219.0
2014,34035,100301.0,overall,100301.0
2015,34035,98440.0,overall,98440.0
2016,34035,104478.0,overall,104478.0
2017,34035,112153.0,overall,112153.0
2018,34035,121378.0,overall,121378.0
2019,34035,111587.0,overall,111587.0
2020,,,overall,111993.95594808648
2021,,,overall,109817.1092084107
2022,,,overall,109301.6609026852
2023,,,overall,111387.5591124472
2024,,,overall,
2025,,,overall,
2005,34037,74420.0,overall,74420.0
2006,34037,78488.0,overall,78488.0
2007,34037,78558.0,overall,78558.0
2008,34037,79058.0,overall,79058.0
2009,34037,80120.0,overall,80120.0
2010,34037,84115.0,overall,84115.0
2011,34037,83839.0,overall,83839.0
2012,34037,86625.0,overall,86625.0
2013,34037,88407.0,overall,88407.0
2014,34037,82075.0,overall,82075.0
2015,34037,85086.0,overall,85086.0
2016,34037,87829.0,overall,87829.0
2017,34037,90026.0,overall,90026.0
2018,34037,92818.0,overall,92818.0
2019,34037,101130.0,overall,101130.0
2020,,,overall,100844.38531209483
2021,,,overall,100558.77062418967
2022,,,overall,100273.1559362845
2023,,,overall,99987.54124837933
2024,,,overall,
2025,,,overall,
2005,34039,62591.0,overall,62591.0
2006,34039,62260.0,overall,62260.0
2007,34039,61553.0,overall,61553.0
2008,34039,67540.0,overall,67540.0
2009,34039,65250.0,overall,65250.0
2010,34039,66665.0,overall,66665.0
2011,34039,66398.0,overall,66398.0
2012,34039,65876.0,overall,65876.0
2013,34039,64593.0,overall,64593.0
2014,34039,69032.0,overall,69032.0
2015,34039,71163.0,overall,71163.0
2016,34039,72028.0,overall,72028.0
2017,34039,77326.0,overall,77326.0
2018,34039,82186.0,overall,82186.0
2019,34039,80339.0,overall,80339.0
2020,,,overall,82469.99146013508
2021,,,overall,84600.98292026664
2022,,,overall,86731.97438039655
2023,,,overall,88862.96584053063
2024,,,overall,90993.95730066324
2025,,,overall,
2005,34041,60825.0,overall,60825.0
2006,34041,62087.0,overall,62087.0
2007,34041,65930.0,overall,65930.0
2008,34041,76368.0,overall,76368.0
2009,34041,71162.0,overall,71162.0
2010,34041,71832.0,overall,71832.0
2011,34041,66594.0,overall,66594.0
2012,34041,71086.0,overall,71086.0
2013,34041,67208.0,overall,67208.0
2014,34041,71444.0,overall,71444.0
2015,34041,71277.0,overall,71277.0
2016,34041,74867.0,overall,74867.0
2017,34041,80657.0,overall,80657.0
2018,34041,77452.0,overall,77452.0
2019,34041,84479.0,overall,84479.0
2020,,,overall,84406.84311086888
2021,,,overall,84197.69170157028
2022,,,overall,84068.20987481861
2023,,,overall,83892.39335132673
2024,,,overall,
2025,,,overall,
2005,34003,41035.0,under-25,41035.0
2006,34003,45231.0,under-25,45231.0
2007,34003,52170.0,under-25,52170.0
2008,34003,56220.0,under-25,56220.0
2009,34003,57853.0,under-25,57853.0
2010,34003,39489.0,under-25,39489.0
2011,34003,34311.0,under-25,34311.0
2012,34003,50361.0,under-25,50361.0
2013,34003,41182.0,under-25,41182.0
2014,34003,43819.0,under-25,43819.0
2015,34003,48377.0,under-25,48377.0
2016,34003,47468.0,under-25,47468.0
2017,34003,52017.0,under-25,52017.0
2018,34003,55662.0,under-25,55662.0
2019,34003,62495.0,under-25,62495.0
2020,,,under-25,61690.532161196614
2021,,,under-25,61821.527330116005
2022,,,under-25,62092.987974812575
2023,,,under-25,61828.247301562165
2024,,,under-25,
2025,,,under-25,
2005,34005,25299.0,under-25,25299.0
2006,34005,50738.0,under-25,50738.0
2007,34005,42854.0,under-25,42854.0
2008,34005,22979.0,under-25,22979.0
2009,34005,25203.0,under-25,25203.0
2010,34005,33173.0,under-25,33173.0
2011,34005,32759.0,under-25,32759.0
2012,34005,36866.0,under-25,36866.0
2013,34005,51968.0,under-25,51968.0
2014,34005,52660.0,under-25,52660.0
2015,34005,36467.0,under-25,36467.0
2016,34005,41023.0,under-25,41023.0
2017,34005,45959.0,under-25,45959.0
2018,34005,47701.0,under-25,47701.0
2019,34005,50079.0,under-25,50079.0
2020,,,under-25,68128.54425218346
2021,,,under-25,6150.422528596588
2022,,,under-25,-34239.55949460996
2023,,,under-25,19153.62580760278
2024,,,under-25,
2025,,,under-25,
2005,34007,30994.0,under-25,30994.0
2006,34007,30913.0,under-25,30913.0
2007,34007,28841.0,under-25,28841.0
2008,34007,30667.0,under-25,30667.0
2009,34007,24984.0,under-25,24984.0
2010,34007,32918.0,under-25,32918.0
2011,34007,22310.0,under-25,22310.0
2012,34007,23860.0,under-25,23860.0
2013,34007,17360.0,under-25,17360.0
2014,34007,28707.0,under-25,28707.0
2015,34007,22315.0,under-25,22315.0
2016,34007,35098.0,under-25,35098.0
2017,34007,26274.0,under-25,26274.0
2018,34007,30040.0,under-25,30040.0
2019,34007,36765.0,under-25,36765.0
2020,,,under-25,41821.27886574108
2021,,,under-25,38001.47399424496
2022,,,under-25,41621.8336736036
2023,,,under-25,39006.05028559209
2024,,,under-25,
2025,,,under-25,
2005,34009,47132.0,under-25,47132.0
2006,34009,14750.0,under-25,14750.0
2007,34009,30938.0,under-25,30938.0
2008,34009,63211.0,under-25,63211.0
2009,34009,26959.0,under-25,26959.0
2010,34009,36259.0,under-25,36259.0
2011,34009,27094.0,under-25,27094.0
2012,34009,29492.0,under-25,29492.0
2013,34009,37095.0,under-25,37095.0
2014,34009,26710.0,under-25,26710.0
2016,34009,26229.0,under-25,26229.0
2017,34009,4167.0,under-25,4167.0
2018,34009,25506.0,under-25,25506.0
2019,34009,36723.0,under-25,36723.0
2020,,,under-25,73968.31213892979
2021,,,under-25,133507.48009224772
2022,,,under-25,23760.28740577266
2023,,,under-25,122750.9436043615
2024,,,under-25,
2025,,,under-25,
2005,34011,17465.0,under-25,17465.0
2006,34011,31601.0,under-25,31601.0
2007,34011,31138.0,under-25,31138.0
2008,34011,24047.0,under-25,24047.0
2009,34011,28360.0,under-25,28360.0
2010,34011,25979.0,under-25,25979.0
2011,34011,32431.0,under-25,32431.0
2012,34011,22904.0,under-25,22904.0
2013,34011,9096.0,under-25,9096.0
2014,34011,26237.0,under-25,26237.0
2015,34011,37011.0,under-25,37011.0
2016,34011,13796.0,under-25,13796.0
2017,34011,30367.0,under-25,30367.0
2018,34011,31582.0,under-25,31582.0
2019,34011,42218.0,under-25,42218.0
2020,,,under-25,42740.45884234784
2021,,,under-25,43262.91768469568
2022,,,under-25,43785.376527043525
2023,,,under-25,44307.83536939137
2024,,,under-25,44830.29421173921
2025,,,under-25,
2005,34013,21230.0,under-25,21230.0
2006,34013,33315.0,under-25,33315.0
2007,34013,22994.0,under-25,22994.0
2008,34013,25863.0,under-25,25863.0
2009,34013,26903.0,under-25,26903.0
2010,34013,25106.0,under-25,25106.0
2011,34013,17958.0,under-25,17958.0
2012,34013,19935.0,under-25,19935.0
2013,34013,17021.0,under-25,17021.0
2014,34013,28638.0,under-25,28638.0
2015,34013,21809.0,under-25,21809.0
2016,34013,24688.0,under-25,24688.0
2017,34013,30758.0,under-25,30758.0
2018,34013,40915.0,under-25,40915.0
2019,34013,38270.0,under-25,38270.0
2020,,,under-25,27176.209140050894
2021,,,under-25,36999.06809025439
2022,,,under-25,36013.71302939623
2023,,,under-25,38325.88799806394
2024,,,under-25,41407.34961565374
2025,,,under-25,
2005,34015,23555.0,under-25,23555.0
2006,34015,33531.0,under-25,33531.0
2007,34015,17140.0,under-25,17140.0
2008,34015,27899.0,under-25,27899.0
2009,34015,28052.0,under-25,28052.0
2010,34015,21806.0,under-25,21806.0
2011,34015,24061.0,under-25,24061.0
2012,34015,18441.0,under-25,18441.0
2013,34015,32510.0,under-25,32510.0
2014,34015,22455.0,under-25,22455.0
2015,34015,21428.0,under-25,21428.0
2016,34015,38600.0,under-25,38600.0
2017,34015,30871.0,under-25,30871.0
2018,34015,24068.0,under-25,24068.0
2019,34015,36693.0,under-25,36693.0
2020,,,under-25,21213.774671876286
2021,,,under-25,47828.445422657416
2022,,,under-25,32170.72822622444
2023,,,under-25,38332.681789335256
2024,,,under-25,
2025,,,under-25,
2005,34017,39596.0,under-25,39596.0
2006,34017,30835.0,under-25,30835.0
2007,34017,32017.0,under-25,32017.0
2008,34017,43488.0,under-25,43488.0
2009,34017,36700.0,under-25,36700.0
2010,34017,33484.0,under-25,33484.0
2011,34017,33221.0,under-25,33221.0
2012,34017,32519.0,under-25,32519.0
2013,34017,50601.0,under-25,50601.0
2014,34017,38737.0,under-25,38737.0
2015,34017,41986.0,under-25,41986.0
2016,34017,45670.0,under-25,45670.0
2017,34017,44621.0,under-25,44621.0
2018,34017,55307.0,under-25,55307.0
2019,34017,66604.0,under-25,66604.0
2020,,,under-25,72224.87629814669
2021,,,under-25,77091.20359778998
2022,,,under-25,78770.55400280695
2023,,,under-25,84625.41394222702
2024,,,under-25,89432.08888301502
2025,,,under-25,
2005,34021,26883.0,under-25,26883.0
2006,34021,45902.0,under-25,45902.0
2007,34021,23769.0,under-25,23769.0
2008,34021,33343.0,under-25,33343.0
2009,34021,28951.0,under-25,28951.0
2010,34021,15994.0,under-25,15994.0
2011,34021,31837.0,under-25,31837.0
2012,34021,33857.0,under-25,33857.0
2013,34021,36891.0,under-25,36891.0
2014,34021,33329.0,under-25,33329.0
2015,34021,30661.0,under-25,30661.0
2016,34021,60816.0,under-25,60816.0
2017,34021,33068.0,under-25,33068.0
2018,34021,28622.0,under-25,28622.0
2019,34021,26695.0,under-25,26695.0
2020,,,under-25,27208.226732788597
2021,,,under-25,27051.516555119506
2022,,,under-25,27458.11663919628
2023,,,under-25,27391.06249399435
2024,,,under-25,27722.27613148518
2025,,,under-25,
2005,34023,27842.0,under-25,27842.0
2006,34023,28238.0,under-25,28238.0
2007,34023,32326.0,under-25,32326.0
2008,34023,29290.0,under-25,29290.0
2009,34023,24605.0,under-25,24605.0
2010,34023,26157.0,under-25,26157.0
2011,34023,30024.0,under-25,30024.0
2012,34023,30798.0,under-25,30798.0
2013,34023,26579.0,under-25,26579.0
2014,34023,46257.0,under-25,46257.0
2015,34023,44355.0,under-25,44355.0
2016,34023,31760.0,under-25,31760.0
2017,34023,37118.0,under-25,37118.0
2018,34023,38213.0,under-25,38213.0
2019,34023,47354.0,under-25,47354.0
2020,,,under-25,49016.10615234515
2021,,,under-25,50677.50423149745
2022,,,under-25,52321.61197339223
2023,,,under-25,53975.334910092264
2024,,,under-25,55625.513629702225
2025,,,under-25,
2005,34025,44781.0,under-25,44781.0
2006,34025,39974.0,under-25,39974.0
2007,34025,40700.0,under-25,40700.0
2008,34025,47580.0,under-25,47580.0
2009,34025,36828.0,under-25,36828.0
2010,34025,36575.0,under-25,36575.0
2011,34025,26298.0,under-25,26298.0
2012,34025,27215.0,under-25,27215.0
2013,34025,60097.0,under-25,60097.0
2014,34025,29382.0,under-25,29382.0
2015,34025,24869.0,under-25,24869.0
2016,34025,42358.0,under-25,42358.0
2017,34025,59690.0,under-25,59690.0
2018,34025,56983.0,under-25,56983.0
2019,34025,43918.0,under-25,43918.0
2020,,,under-25,39585.26165380725
2021,,,under-25,36924.27193014297
2022,,,under-25,36374.43567782209
2023,,,under-25,34292.697935797434
2024,,,under-25,31573.32461021322
2025,,,under-25,
2005,34027,48975.0,under-25,48975.0
2006,34027,36771.0,under-25,36771.0
2007,34027,55202.0,under-25,55202.0
2008,34027,47128.0,under-25,47128.0
2009,34027,30929.0,under-25,30929.0
2010,34027,44828.0,under-25,44828.0
2011,34027,48159.0,under-25,48159.0
2012,34027,56383.0,under-25,56383.0
2013,34027,61083.0,under-25,61083.0
2014,34027,61231.0,under-25,61231.0
2015,34027,71982.0,under-25,71982.0
2016,34027,53994.0,under-25,53994.0
2017,34027,58677.0,under-25,58677.0
2018,34027,42162.0,under-25,42162.0
2019,34027,58628.0,under-25,58628.0
2020,,,under-25,59630.281421916916
2021,,,under-25,60646.61587907338
2022,,,under-25,61657.941509141805
2023,,,under-25,62671.05240113907
2024,,,under-25,
2025,,,under-25,
2005,34029,33667.0,under-25,33667.0
2006,34029,25395.0,under-25,25395.0
2007,34029,38397.0,under-25,38397.0
2008,34029,51079.0,under-25,51079.0
2009,34029,34890.0,under-25,34890.0
2010,34029,43492.0,under-25,43492.0
2011,34029,27597.0,under-25,27597.0
2012,34029,34545.0,under-25,34545.0
2013,34029,22896.0,under-25,22896.0
2014,34029,33346.0,under-25,33346.0
2015,34029,29479.0,under-25,29479.0
2016,34029,65161.0,under-25,65161.0
2017,34029,45065.0,under-25,45065.0
2018,34029,35505.0,under-25,35505.0
2019,34029,39496.0,under-25,39496.0
2020,,,under-25,38806.687069615255
2021,,,under-25,38117.37413923051
2022,,,under-25,37428.061208845764
2023,,,under-25,36738.74827846102
2024,,,under-25,36049.43534807627
2025,,,under-25,
2005,34031,22975.0,under-25,22975.0
2006,34031,17563.0,under-25,17563.0
2007,34031,22339.0,under-25,22339.0
2008,34031,30228.0,under-25,30228.0
2009,34031,26720.0,under-25,26720.0
2010,34031,30588.0,under-25,30588.0
2011,34031,22402.0,under-25,22402.0
2012,34031,21071.0,under-25,21071.0
2013,34031,34531.0,under-25,34531.0
2014,34031,36605.0,under-25,36605.0
2015,34031,31202.0,under-25,31202.0
2016,34031,40620.0,under-25,40620.0
2017,34031,25152.0,under-25,25152.0
2018,34031,50695.0,under-25,50695.0
2019,34031,62937.0,under-25,62937.0
2020,,,under-25,71406.45725399174
2021,,,under-25,65499.33494874254
2022,,,under-25,79402.19263999155
2023,,,under-25,71321.94224347288
2024,,,under-25,
2025,,,under-25,
2005,34033,29869.0,under-25,29869.0
2006,34033,36451.0,under-25,36451.0
2007,34033,15787.0,under-25,15787.0
2008,34033,14099.0,under-25,14099.0
2009,34033,24449.0,under-25,24449.0
2010,34033,10786.0,under-25,10786.0
2011,34033,16103.0,under-25,16103.0
2012,34033,16429.0,under-25,16429.0
2013,34033,12867.0,under-25,12867.0
2014,34033,22404.0,under-25,22404.0
2015,34033,14516.0,under-25,14516.0
2016,34033,37589.0,under-25,37589.0
2017,34033,17468.0,under-25,17468.0
2018,34033,11307.0,under-25,11307.0
2019,34033,80602.0,under-25,80602.0
2020,,,under-25,115987.70738216216
2021,,,under-25,113648.15529571872
2022,,,under-25,133079.41604266403
2023,,,under-25,153636.2740416128
2024,,,under-25,
2025,,,under-25,
2005,34035,58056.0,under-25,58056.0
2006,34035,30629.0,under-25,30629.0
2007,34035,30783.0,under-25,30783.0
2008,34035,56712.0,under-25,56712.0
2009,34035,41993.0,under-25,41993.0
2010,34035,50731.0,under-25,50731.0
2011,34035,16250.0,under-25,16250.0
2012,34035,52441.0,under-25,52441.0
2013,34035,29492.0,under-25,29492.0
2014,34035,48508.0,under-25,48508.0
2015,34035,53118.0,under-25,53118.0
2016,34035,13964.0,under-25,13964.0
2017,34035,37668.0,under-25,37668.0
2018,34035,26657.0,under-25,26657.0
2019,34035,16839.0,under-25,16839.0
2020,,,under-25,18253.62284949166
2021,,,under-25,19443.688382338583
2022,,,under-25,20772.347821861335
2023,,,under-25,22015.468872990994
2024,,,under-25,
2025,,,under-25,
2005,34037,17454.0,under-25,17454.0
2006,34037,22266.0,under-25,22266.0
2007,34037,32313.0,under-25,32313.0
2008,34037,67051.0,under-25,67051.0
